Date,Ticker,Positive,Negative,Neutral,Surprise,Joy,Anger,Fear,Sadness,Disgust,Intent Sentiment
2024-07-12,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,ABNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,ADBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,ADI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,ADP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,ADSK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,AEP,0.621081590652466,0.0102284885942936,0.368689894676208,0.0525964701270613,0.904039191509864,0.0183741107044364,0.0053120741891788,0.0178409404453917,0.0018372130240673,buy
2024-07-12,AMAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,AMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,AMGN,0.2460095481230662,0.0538553183611768,0.7001351244174517,0.2859976509447219,0.4055292318363854,0.1284019745442121,0.0479259753324763,0.0947438406491036,0.0374013266931005,neutral
2024-07-12,AMZN,0.1524827320956522,0.0765336736415823,0.7709835999541813,0.2107996821524486,0.499314037571931,0.1754795990590663,0.0373231768315716,0.0723782710067182,0.0047052333782642,neutral
2024-07-12,ANSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,APP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,ASML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,AVGO,0.2014431272633373,0.2169282306917011,0.5816286401823163,0.2025281121864691,0.3947767351237099,0.1383503415926168,0.0793894532494009,0.1699283526629512,0.0150270051848519,neutral
2024-07-12,AXON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,AZN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,BIIB,0.238856017589569,0.2564191914862022,0.5047247973270715,0.1486106494932282,0.5032385151332226,0.155284382165847,0.055384216859509,0.1263015158147324,0.0111807205334606,neutral
2024-07-12,BKNG,0.2835467179807331,0.0303904845450933,0.686062811085811,0.2270626472825729,0.5909715994439947,0.1025585598554006,0.0303386037086827,0.0440922826240525,0.0049763070852964,neutral
2024-07-12,BKR,0.0716390987858175,0.2822503529489039,0.6461105301976204,0.3657473467776486,0.3199990154733471,0.1127535823558824,0.1073640473050833,0.0834219438119669,0.0107140642760719,neutral
2024-07-12,CCEP,0.140924662351608,0.18228542804718,0.676789939403534,0.436103284920274,0.293126121613938,0.0732681577560479,0.106463407536718,0.0830211747646899,0.0080178534083325,neutral
2024-07-12,CDNS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,CDW,0.0951319783926009,0.0704813313980896,0.8343867262204486,0.2413765600636722,0.5682119286436264,0.0800163152403996,0.0445270414227359,0.0560917976885625,0.0097763569410035,neutral
2024-07-12,CHTR,0.1042292839847505,0.3173120695476729,0.5784586487958827,0.2016774334040396,0.2717920702470182,0.2867435129976315,0.0294996629689081,0.1903983253206233,0.0198889950617795,neutral
2024-07-12,CMCSA,0.1002426226623355,0.2909535912331193,0.6088037895970048,0.2782827605277511,0.4028502333980646,0.1190446226383362,0.0529801821497934,0.1323699027376278,0.0144722985484266,neutral
2024-07-12,COST,0.1085841334783113,0.0321516901827775,0.8592641812104447,0.2492620820845866,0.3487535598792126,0.209554918824273,0.0718017370882218,0.1068596498974863,0.0137680522262196,neutral
2024-07-12,CPRT,0.1509059416130184,0.1263210035394877,0.722773090004921,0.3071247118416962,0.482467206890632,0.0884089065092845,0.0654113550011785,0.0483951054816921,0.0081927142755164,neutral
2024-07-12,CRWD,0.1015063391532749,0.150119807687588,0.7483738511800766,0.1563810779629879,0.4813841146892346,0.2379363286922395,0.0183269850027589,0.0932317276224954,0.0127397660302836,neutral
2024-07-12,CSCO,0.1436024707826701,0.1439986173910173,0.7123989127576352,0.1999491755963422,0.4875452411393663,0.1576817190596603,0.02591194157322,0.109057567230372,0.0198543554010392,neutral
2024-07-12,CSGP,0.0635840967297553,0.0709256399422883,0.8654903024435042,0.2675367733663972,0.4864967785048997,0.1254126525336436,0.0430524701003085,0.0593939908836178,0.0181073346111328,neutral
2024-07-12,CSX,0.0740476273931562,0.090688556432724,0.8352638185024263,0.2544697529381156,0.3714384906247928,0.0720821524372036,0.0539701875539819,0.2397877027206947,0.008251713725211,neutral
2024-07-12,CTAS,0.0412890313725386,0.2398005880947623,0.7189103849232197,0.1434908010591367,0.3495721093460266,0.1280314022415023,0.0613218868671423,0.2757927736765468,0.0417910268096452,neutral
2024-07-12,CTSH,0.1542332246899604,0.3941323459148405,0.451634459197521,0.3843913957810865,0.289873126093837,0.1356847959965754,0.0855699560405027,0.0898133017755615,0.0146674243124367,sell
2024-07-12,DDOG,0.2267826825380325,0.0976881479844451,0.6755291864275933,0.2427773362648391,0.4918211268377694,0.1136904463523851,0.06997680844585,0.0640952547048743,0.0176390273942817,neutral
2024-07-12,DXCM,0.0689091105014085,0.0986237302422523,0.832467183470726,0.2557683013724072,0.4230440500462147,0.1068060671985254,0.0524424838069495,0.1568323106702187,0.0051067869056843,neutral
2024-07-12,FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,FTNT,0.2037473326282839,0.0886246474193674,0.7076280308621271,0.2905376577488684,0.4285250012712204,0.0979566264190828,0.058844992533459,0.0991339401836601,0.0250017818437094,neutral
2024-07-12,GILD,0.3410291462205351,0.042105569387786,0.6168652595952154,0.3288506732951327,0.4726071637753153,0.0865063187344262,0.0568003034302409,0.0498256699720777,0.0054098707928074,neutral
2024-07-12,GOOG,0.1773082859814168,0.0384939832612871,0.784197723865509,0.2063755770647085,0.5065928705634202,0.0630669765472197,0.0793711131647381,0.1348708410071235,0.0097226216527899,neutral
2024-07-12,GOOGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,ON,0.1777641563676298,0.0847524690907448,0.7374833733774722,0.2294350664224103,0.5060848257138779,0.1205272991781435,0.0919827624721794,0.0446330605941147,0.0073369856192739,neutral
2024-07-12,PANW,0.1995695482939481,0.0589621930383145,0.7414682455360888,0.1784668661978103,0.451161286577686,0.0938929846242525,0.102497730958659,0.14814627222727,0.0258348594143221,neutral
2024-07-12,PAYX,0.0314725097268819,0.1369759831577541,0.831551522016525,0.333587165074552,0.363119320149339,0.1176847320014335,0.0841506361369548,0.0808223805830518,0.0206357660546688,neutral
2024-07-12,PCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-07-12,PDD,0.5095903442706912,0.1200451127951965,0.3703645621426404,0.1647124593603056,0.6902423272450193,0.0310221546630428,0.0627005679283501,0.048593329768846,0.0027291610344357,buy
2024-07-12,PEP,0.1844492241740224,0.1182997496798634,0.6972509995102883,0.1688490953037991,0.5424730906138243,0.125947970123543,0.0307568008080436,0.1190334074868878,0.012939635663902,neutral
2024-07-12,PLTR,0.2208589262195996,0.0728979791248483,0.7062430791556835,0.1985425926786204,0.4749383794536327,0.1819450084834481,0.062324324085231,0.0695710401555162,0.0126786551435516,neutral
2024-07-12,PYPL,0.1863034173846245,0.07018329417333,0.7435132876038553,0.2038320448942493,0.4720537149348731,0.1320671800445743,0.0344125841273435,0.1474895926871598,0.0101448833117998,neutral
2024-07-12,QCOM,0.1841936976416036,0.4155805762857198,0.4002257250249385,0.2126466735543832,0.3340739477087856,0.1863666848430604,0.0993422599241999,0.1444909344220672,0.0230794995475039,sell
2024-07-12,REGN,0.3035261171559492,0.0650638089411788,0.6314100639687643,0.2552672085346948,0.3940478394630457,0.1585059123516013,0.0340007149489609,0.1378718890876138,0.0203064356140832,buy
2024-07-12,ROP,0.0264970678836106,0.0483516007661819,0.9251513183116916,0.3077931344818295,0.499535069662069,0.0770254593451147,0.0633743171223974,0.0454177412762401,0.0068542781123493,neutral
2024-07-12,ROST,0.4370139390230178,0.0494937263429165,0.5134923383593559,0.3767334186869953,0.504579729028754,0.0393624574678646,0.0209175496288718,0.0512210346189117,0.0071858105686023,neutral
