company,Date,Positive,Negative,Neutral,Surprise,Joy,Anger,Fear,Sadness,Disgust,Intent Sentiment
ABNB,2022/4/3,0.152638369,0.133526746,0.713834874,0.150683533,0.35918065,0.189093028,0.165431831,0.115168466,0.020442493,neutral
ABNB,2022/4/4,0.224686666,0.161657725,0.613655603,0.173883415,0.362281067,0.152575434,0.119967231,0.183914078,0.007378775,neutral
ABNB,2022/4/5,0.245276697,0.229599622,0.525123697,0.164318112,0.410317611,0.124335456,0.24003141,0.05648397,0.004513442,neutral
ABNB,2022/4/6,0.121516217,0.145027828,0.733455921,0.261970696,0.313746471,0.177590939,0.086533743,0.143590242,0.01656791,neutral
ABNB,2022/4/7,0.197432997,0.135568302,0.666998707,0.189914615,0.405169097,0.157199925,0.096834242,0.132148306,0.018733815,neutral
ABNB,2022/4/8,0.169114291,0.081414136,0.749471582,0.166896135,0.552934215,0.11229926,0.108715613,0.050256226,0.008898551,neutral
ABNB,2022/4/9,0.239865746,0.034835058,0.725299191,0.258687182,0.343966841,0.11430222,0.175346673,0.09159622,0.016100864,neutral
ABNB,2022/4/10,0.149849232,0.020307875,0.829842865,0.200433768,0.4188678,0.103807575,0.089376688,0.174525748,0.01298842,neutral
ABNB,2022/4/11,0.070290667,0.251145972,0.678563356,0.295043498,0.300866608,0.15443902,0.168320814,0.065519489,0.015810572,neutral
ABNB,2022/4/12,0.258478554,0.056813613,0.684707844,0.155621269,0.408645043,0.173670603,0.160515824,0.090254157,0.011293104,neutral
ABNB,2022/4/13,0.3348155,0.109441474,0.555743018,0.210179897,0.396812465,0.167918876,0.101247316,0.110170296,0.013671149,neutral
ABNB,2022/4/14,0.545183993,0.159071968,0.295744032,0.120478051,0.551675769,0.174044699,0.095240248,0.051066662,0.007494571,buy
ABNB,2022/4/15,0.316521649,0.034803929,0.64867442,0.119924516,0.616792522,0.17775832,0.042891078,0.039196153,0.003437411,neutral
ABNB,2022/4/16,0.042838103,0.09395025,0.863211632,0.219503354,0.471170575,0.145920468,0.062396739,0.092118112,0.008890751,neutral
ABNB,2022/4/17,0.386070279,0.254362719,0.359566988,0.127268159,0.320171125,0.207970375,0.176649532,0.160276599,0.00766421,neutral
ABNB,2022/4/18,0.266979311,0.208910681,0.524109997,0.163053672,0.325256122,0.296255203,0.032954374,0.160114942,0.022365687,neutral
ABNB,2022/4/19,0.247941043,0.061943139,0.690115828,0.221019213,0.473415791,0.09895016,0.116045624,0.074783413,0.015785799,neutral
ABNB,2022/4/20,0.14443003,0.033544147,0.822025831,0.199296913,0.305038702,0.282591473,0.078212335,0.119770485,0.015090092,neutral
ABNB,2022/4/21,0.099457438,0.131022147,0.769520428,0.186541005,0.319238476,0.163579829,0.129373128,0.18512018,0.016147382,neutral
ABNB,2022/4/22,0.301677536,0.032112374,0.666210108,0.150945136,0.524833853,0.050734998,0.101458907,0.166988452,0.005038655,neutral
ABNB,2022/4/23,0.048989167,0.197507557,0.753503256,0.297914623,0.225432305,0.151146662,0.132011301,0.178644125,0.014850985,neutral
ABNB,2022/4/24,0.203909026,0.083744866,0.712346082,0.301013287,0.376783129,0.111260826,0.077211795,0.127782681,0.005948282,neutral
ABNB,2022/4/25,0.079658143,0.306339975,0.61400186,0.231611698,0.271637014,0.143177213,0.077892053,0.267916853,0.007765169,neutral
ABNB,2022/4/26,0.496768506,0.153541305,0.349690218,0.183746329,0.407524761,0.126291223,0.177081429,0.096486001,0.008870258,buy
ABNB,2022/4/27,0.174610684,0.025799244,0.799590086,0.27210594,0.479959007,0.096927339,0.092129678,0.050268745,0.008609292,neutral
ABNB,2022/4/28,0.09237896,0.036055216,0.871565832,0.252760601,0.438538195,0.13578632,0.053707792,0.108013571,0.01119352,neutral
ABNB,2022/4/29,0.138918849,0.035892917,0.825188229,0.262074871,0.524875625,0.097476108,0.022891089,0.070928898,0.021753409,neutral
ABNB,2022/4/30,0.424064346,0.211676164,0.364259481,0.315835002,0.438437667,0.076647785,0.02565419,0.10648673,0.036938626,buy
ABNB,2022/5/1,0.084596733,0.135705433,0.779697829,0.161077267,0.394822137,0.11181074,0.052442984,0.163481494,0.116365379,neutral
ABNB,2022/5/2,0.158598388,0.056426639,0.784974965,0.201549448,0.414630974,0.126931558,0.054452912,0.192100668,0.01033444,neutral
ABNB,2022/5/3,0.353962324,0.107783429,0.538254238,0.129760686,0.593148883,0.111962297,0.047551281,0.106970806,0.010606046,buy
ABNB,2022/5/4,0.369074434,0.06087261,0.570052972,0.258301565,0.386794919,0.143871044,0.05420949,0.14168045,0.015142532,buy
ABNB,2022/5/5,0.239804957,0.153645138,0.606549903,0.225740351,0.308164682,0.148119931,0.093628717,0.189325915,0.035020405,neutral
ABNB,2022/5/6,0.189045937,0.217827166,0.593126907,0.168168068,0.455304857,0.104090981,0.051905198,0.208152275,0.012378619,neutral
ABNB,2022/5/7,0.116859052,0.274714772,0.608426188,0.169856058,0.356698754,0.208916312,0.081809691,0.13006142,0.052657765,neutral
ABNB,2022/5/8,0.099831221,0.197025831,0.703142943,0.263494231,0.384873004,0.174795851,0.029890027,0.13914373,0.007803158,neutral
ABNB,2022/5/9,0.061514145,0.442271787,0.496214064,0.151024077,0.354016152,0.108836837,0.041428995,0.339063377,0.005630562,neutral
ABNB,2022/5/10,0.226590152,0.191511776,0.581898094,0.178266879,0.48315864,0.128564362,0.046302376,0.143469616,0.020238127,neutral
ABNB,2022/5/11,0.144503206,0.078246671,0.777250134,0.19519834,0.348928944,0.212247553,0.070275467,0.152141694,0.021208003,neutral
ABNB,2022/5/12,0.205622749,0.173788167,0.62058908,0.214805546,0.432987731,0.142542063,0.089450677,0.100872265,0.019341717,neutral
ABNB,2022/5/13,0.12796205,0.127725992,0.744311964,0.197281463,0.34761391,0.140744135,0.231076156,0.072990229,0.010294107,neutral
ABNB,2022/5/14,0.154797004,0.136912999,0.708289985,0.12968331,0.422626463,0.152702821,0.107093626,0.125625571,0.062268209,neutral
ABNB,2022/5/15,0.244746147,0.130876934,0.624376926,0.215789812,0.514201141,0.124744163,0.033601506,0.094535418,0.017127961,neutral
ABNB,2022/5/16,0.116691128,0.284162018,0.59914684,0.245260096,0.35225818,0.160855717,0.098749499,0.133651198,0.009225311,neutral
ABNB,2022/5/17,0.266040269,0.049890407,0.684069332,0.242034386,0.372870795,0.1659917,0.109820612,0.095377002,0.013905504,neutral
ABNB,2022/5/18,0.144425944,0.362885304,0.49268876,0.173361143,0.401524583,0.140210009,0.115241825,0.155989384,0.013673057,sell
ABNB,2022/5/19,0.253095122,0.050545108,0.696359761,0.130027661,0.654836839,0.082200788,0.0271175,0.097743296,0.008073916,neutral
ABNB,2022/5/20,0.185732967,0.070663304,0.743603721,0.231574719,0.381163598,0.190123259,0.130610027,0.058192946,0.008335452,neutral
ABNB,2022/5/21,0.178521531,0.270988154,0.550490322,0.263527883,0.464846866,0.056146078,0.048752442,0.157991494,0.008735237,neutral
ABNB,2022/5/22,0.14519025,0.240940317,0.613869452,0.25361508,0.261365972,0.260685882,0.096031457,0.115084018,0.013217591,neutral
ABNB,2022/5/23,0.113815283,0.291705196,0.59447951,0.237601338,0.239951471,0.137207274,0.055561435,0.317377607,0.012300874,neutral
ABNB,2022/5/24,0.143281658,0.450010584,0.406707765,0.243762101,0.210448293,0.107368954,0.078591267,0.335858871,0.023970515,sell
ABNB,2022/5/25,0.167430898,0.327187517,0.505381593,0.127800471,0.306731981,0.17688965,0.030593874,0.327842455,0.03014157,neutral
ABNB,2022/5/26,0.262946728,0.016742877,0.720310413,0.222059714,0.446951178,0.195842955,0.030722007,0.099270358,0.005153788,neutral
ABNB,2022/5/27,0.224109534,0.021229872,0.754660587,0.185767233,0.43404197,0.145388051,0.100285778,0.10768412,0.026832848,neutral
ABNB,2022/5/28,0.193928694,0.059145892,0.746925433,0.20823755,0.528735502,0.072570692,0.036929928,0.146989656,0.006536672,neutral
ABNB,2022/5/29,0.077226456,0.217000599,0.705772947,0.130343707,0.438927416,0.246305893,0.077904466,0.06050766,0.046010858,neutral
ABNB,2022/5/30,0.235421468,0.159068565,0.605509968,0.213131001,0.572691877,0.057401337,0.083648496,0.065408675,0.007718614,neutral
ABNB,2022/5/31,0.365685456,0.134348499,0.49996605,0.153716752,0.5457075,0.061782961,0.117782747,0.116742208,0.004267832,buy
ABNB,2022/6/1,0.055105795,0.221080668,0.723813555,0.318502367,0.281346284,0.15731476,0.088823765,0.147846528,0.006166295,neutral
ABNB,2022/6/2,0.107611409,0.263621272,0.628767315,0.175762901,0.343106937,0.133792103,0.141635032,0.193266182,0.012436844,neutral
ABNB,2022/6/3,0.225348111,0.196353217,0.578298683,0.160596448,0.347155731,0.301741482,0.084794916,0.092318696,0.013392726,neutral
ABNB,2022/6/4,0.223453884,0.019159491,0.757386612,0.183605845,0.568515508,0.109512129,0.028261907,0.09428142,0.015823191,neutral
ABNB,2022/6/5,0.21568399,0.143769869,0.640546151,0.256300515,0.452585531,0.077910306,0.065764195,0.142062166,0.005377287,neutral
ABNB,2022/6/6,0.135205656,0.235008932,0.629785424,0.250998377,0.390547918,0.106592445,0.101367389,0.141789331,0.008704539,neutral
ABNB,2022/6/7,0.159598848,0.041967891,0.798433261,0.206554167,0.418055771,0.137527891,0.119030759,0.106941337,0.011890075,neutral
ABNB,2022/6/8,0.257657724,0.077252073,0.665090263,0.058731791,0.070482162,0.448873472,0.323676519,0.063499703,0.034736352,buy
ABNB,2022/6/9,0.08443708,0.207997005,0.707565892,0.243178371,0.255322832,0.157838067,0.1156981,0.203220966,0.024741664,neutral
ABNB,2022/6/10,0.053336061,0.029392329,0.917271584,0.331176424,0.429666407,0.068773696,0.022645695,0.13919511,0.008542669,neutral
ABNB,2022/6/11,0.119547509,0.053387293,0.827065204,0.18870266,0.409111411,0.22738107,0.020246345,0.129311461,0.025247052,neutral
ABNB,2022/6/12,0.279860387,0.043591634,0.676547962,0.139505145,0.634448369,0.155307913,0.028984392,0.032362158,0.009392023,neutral
ABNB,2022/6/13,0.06168879,0.259278501,0.679032698,0.162372174,0.206190477,0.157882925,0.290458082,0.17386823,0.009228113,neutral
ABNB,2022/6/14,0.189792755,0.279281925,0.530925338,0.166504893,0.480052087,0.131434862,0.075450179,0.12591594,0.020642039,neutral
ABNB,2022/6/15,0.147995373,0.032138542,0.819866098,0.23452961,0.462753773,0.14606634,0.052544416,0.081331838,0.022774023,neutral
ABNB,2022/6/16,0.081431733,0.093345376,0.825222892,0.13695035,0.523902272,0.104264534,0.092847099,0.134535059,0.007500685,neutral
ABNB,2022/6/17,0.18569959,0.236120456,0.578179975,0.220603281,0.405248484,0.157634344,0.096203757,0.115371932,0.004938201,neutral
ABNB,2022/6/18,0.417090474,0.123292807,0.45961672,0.226895459,0.466960326,0.075497858,0.119731397,0.102536192,0.008378769,buy
ABNB,2022/6/19,0.122931437,0.103690865,0.773377693,0.14833309,0.27809666,0.164284332,0.178351588,0.218712587,0.012221744,neutral
ABNB,2022/6/20,0.365132379,0.034167197,0.600700421,0.212808429,0.623526866,0.084496414,0.038254125,0.034901312,0.006012855,buy
ABNB,2022/6/21,0.134720329,0.219008027,0.646271654,0.219279363,0.318710854,0.147017739,0.153183176,0.134651902,0.027156966,neutral
ABNB,2022/6/22,0.185776467,0.385332965,0.428890589,0.172020671,0.318975848,0.092773859,0.208794448,0.199595142,0.007840032,sell
ABNB,2022/6/23,0.100142228,0.089398064,0.8104597,0.211713336,0.509859535,0.176337408,0.030516669,0.057691888,0.013881164,neutral
ABNB,2022/6/24,0.196730008,0.128650714,0.674619272,0.237495687,0.412821704,0.10941387,0.069400492,0.149209358,0.02165889,neutral
ABNB,2022/6/25,0.327494582,0.142428207,0.530077211,0.236164033,0.396984783,0.143921452,0.107854307,0.103386764,0.01168866,neutral
ABNB,2022/6/26,0.122934595,0.03798498,0.839080405,0.300171888,0.27516193,0.277135184,0.079361228,0.05599388,0.012175889,neutral
ABNB,2022/6/27,0.159197362,0.03531676,0.805485857,0.206992829,0.381240911,0.178714448,0.131968076,0.094442584,0.006641152,neutral
ABNB,2022/6/28,0.198518352,0.119501306,0.681980342,0.164336545,0.439058809,0.203984689,0.065717435,0.112125313,0.014777209,neutral
ABNB,2022/6/29,0.374460849,0.342334887,0.283204271,0.271049537,0.222643469,0.232844196,0.030539693,0.196525188,0.046397917,sell
ABNB,2022/6/30,0.068151415,0.229993938,0.701854655,0.305629499,0.308776343,0.142807846,0.042569257,0.189437245,0.010779809,neutral
ABNB,2022/7/1,0.157502181,0.1419513,0.700546515,0.162087042,0.537510849,0.166332742,0.038291464,0.084360775,0.011417127,neutral
ABNB,2022/7/2,0.229600638,0.107102933,0.663296433,0.117477885,0.476168134,0.217836267,0.096361425,0.073519371,0.018636917,neutral
ABNB,2022/7/3,0.223576317,0.169140513,0.607283187,0.177837185,0.426876607,0.228114027,0.041394554,0.071894406,0.05388322,neutral
ABNB,2022/7/4,0.103341182,0.118487932,0.778170898,0.285263023,0.428406501,0.130288433,0.073140548,0.075314226,0.00758727,neutral
ABNB,2022/7/5,0.042611713,0.039382532,0.918005745,0.224067775,0.192312789,0.382798071,0.069522872,0.09659799,0.034700504,neutral
ABNB,2022/7/6,0.222220326,0.058997275,0.718782379,0.157773762,0.370749203,0.257359099,0.07407429,0.119042942,0.021000704,neutral
ABNB,2022/7/7,0.200602082,0.176917483,0.622480442,0.28402286,0.316238379,0.172104466,0.083518873,0.133686537,0.010428883,neutral
ABNB,2022/7/8,0.090028749,0.375588469,0.53438278,0.143406283,0.333562239,0.189191031,0.0622994,0.262568541,0.008972507,neutral
ABNB,2022/7/9,0.232881955,0.017746312,0.749371757,0.23345633,0.591574338,0.082552425,0.038094189,0.047021441,0.007301277,neutral
ABNB,2022/7/10,0.292132541,0.038139447,0.669728029,0.261966079,0.45631703,0.117681161,0.038381007,0.120063248,0.005591474,neutral
ABNB,2022/7/11,0.181096019,0.117026318,0.701877673,0.233956092,0.288326181,0.243250196,0.150812329,0.073118466,0.010536735,neutral
ABNB,2022/7/12,0.239129886,0.038314783,0.7225553,0.154888191,0.469902339,0.143234769,0.045430321,0.176509354,0.010035027,neutral
ABNB,2022/7/13,0.067865065,0.037627191,0.894507766,0.217164278,0.226181592,0.333737995,0.106084607,0.102597181,0.014234348,neutral
ABNB,2022/7/14,0.230506296,0.148870081,0.620623632,0.182022636,0.425932136,0.114354974,0.08067679,0.184602446,0.012411017,neutral
ABNB,2022/7/15,0.145723047,0.107359573,0.746917367,0.200993375,0.507544126,0.144631838,0.048615341,0.090539781,0.00767554,neutral
ABNB,2022/7/16,0.095943786,0.024574192,0.879482001,0.207819111,0.562948611,0.100533096,0.037160807,0.083452454,0.008085922,neutral
ABNB,2022/7/17,0.269246131,0.349388328,0.381365545,0.179952644,0.392797437,0.170889112,0.147859603,0.09311619,0.015385015,neutral
