company,Date,Positive,Negative,Neutral,Surprise,Joy,Anger,Fear,Sadness,Disgust,Intent Sentiment
ABNB,2023/12/10,0.260254571,0.203455268,0.536290172,0.255624974,0.421682497,0.141211255,0.036410718,0.133314707,0.01175585,buy
ABNB,2023/12/11,0.146427557,0.032245925,0.821326554,0.160755583,0.283199822,0.409265955,0.046635535,0.091623966,0.008519139,neutral
ABNB,2023/12/12,0.316460433,0.191792186,0.491747409,0.247890717,0.44462082,0.18789691,0.054273569,0.041641111,0.023676873,neutral
ABNB,2023/12/13,0.369257983,0.149390331,0.481351685,0.149594145,0.479893598,0.138714744,0.04219732,0.181106498,0.008493695,buy
ABNB,2023/12/14,0.129012318,0.083693467,0.7872942,0.159285768,0.434179556,0.169097644,0.041676215,0.181819796,0.013941021,neutral
ABNB,2023/12/15,0.044603197,0.063377593,0.892019212,0.220395671,0.229067706,0.164752347,0.023227419,0.357722287,0.00483457,neutral
ABNB,2023/12/16,0.404440444,0.032365029,0.563194544,0.238362299,0.590042679,0.087749372,0.020055524,0.054683681,0.009106446,buy
ABNB,2023/12/17,0.085793976,0.037817756,0.876388252,0.221049697,0.565649106,0.109734833,0.031416241,0.066173382,0.005976742,neutral
ABNB,2023/12/18,0.195206226,0.029913913,0.774879836,0.239054432,0.458622067,0.149128635,0.077371181,0.062723061,0.013100624,neutral
ABNB,2025/2/19,0.454290276,0.148316194,0.3973935,0.207173678,0.50915477,0.116141627,0.105341941,0.054203716,0.007984268,buy
ABNB,2023/12/19,0.064793405,0.085502708,0.849703868,0.275232736,0.231782169,0.272385638,0.045159242,0.151525993,0.023914221,neutral
ABNB,2023/12/20,0.543279722,0.103909563,0.352810684,0.149366845,0.607374372,0.105876546,0.086323345,0.047290924,0.003767968,buy
ABNB,2023/12/21,0.0690583,0.063508293,0.867433429,0.329237501,0.373971163,0.13441357,0.041659629,0.101178189,0.019539948,neutral
ABNB,2023/12/22,0.344651785,0.052022815,0.603325385,0.142949085,0.469813581,0.236486469,0.013484982,0.130546074,0.006719809,neutral
ABNB,2023/12/23,0.152909058,0.265252885,0.581838069,0.223000821,0.579407823,0.061856,0.051366071,0.075688694,0.00868059,neutral
ABNB,2023/12/24,0.185668149,0.076276982,0.738054853,0.190686203,0.495139465,0.14494578,0.047280413,0.108923889,0.01302425,neutral
ABNB,2023/12/25,0.073451542,0.049513452,0.87703501,0.296150119,0.365470097,0.107643638,0.108318174,0.086610631,0.035807341,neutral
ABNB,2023/12/26,0.188272568,0.042333697,0.769393712,0.278424194,0.512763862,0.077071748,0.041918406,0.084547302,0.005274488,neutral
ABNB,2023/12/27,0.048151572,0.114563135,0.837285292,0.255033912,0.359553653,0.183009326,0.026517196,0.133321298,0.042564615,neutral
ABNB,2023/12/28,0.175643593,0.013092645,0.8112638,0.048555009,0.889154676,0.015255549,0.016673493,0.025703016,0.004658256,neutral
ABNB,2023/12/29,0.219418835,0.037406067,0.743175106,0.272902491,0.350536696,0.185276762,0.041913505,0.123979983,0.025390563,neutral
ABNB,2023/12/30,0.135728468,0.035161375,0.829110146,0.134062958,0.470220594,0.252985856,0.019382118,0.056320333,0.067028142,neutral
ABNB,2023/12/31,0.339740393,0.020315429,0.639944196,0.074854975,0.736242551,0.050278482,0.023255398,0.106548956,0.008819638,buy
ABNB,2024/1/1,0.068572055,0.026231644,0.905196309,0.11311379,0.453919078,0.179914843,0.157806333,0.084540171,0.010705784,neutral
ABNB,2024/1/2,0.141299739,0.01651786,0.842182398,0.07592176,0.716299792,0.042703471,0.088271148,0.074239773,0.002564055,neutral
ABNB,2024/1/3,0.205658935,0.067507353,0.726833731,0.074720835,0.504629669,0.07891676,0.081451421,0.250909784,0.009371531,neutral
ABNB,2024/1/4,0.166839242,0.054408422,0.778752342,0.254754034,0.458905809,0.096904444,0.106284892,0.069757029,0.013393791,neutral
ABNB,2024/1/5,0.27867154,0.088358268,0.632970223,0.271469086,0.362322662,0.236614592,0.04683151,0.077228271,0.005533879,neutral
ABNB,2024/1/6,0.046435855,0.085672003,0.867892134,0.2314673,0.352018749,0.241279154,0.106962822,0.05513974,0.013132235,neutral
ABNB,2024/1/7,0.229730612,0.091231073,0.67903832,0.238399995,0.435895829,0.08819685,0.144114299,0.081763084,0.011629943,neutral
ABNB,2024/1/8,0.05805019,0.221618025,0.720331777,0.086510842,0.540464584,0.134415094,0.018134404,0.215156586,0.00531849,neutral
ABNB,2024/1/9,0.126376688,0.040993939,0.832629383,0.109457482,0.778147153,0.039678348,0.012797781,0.055222498,0.004696738,neutral
ABNB,2024/1/10,0.411001978,0.036408069,0.552589953,0.199463963,0.469344102,0.059151024,0.162623511,0.094796443,0.014620958,neutral
ABNB,2024/1/11,0.253801737,0.125246008,0.620952249,0.136914804,0.581122953,0.087047543,0.02008327,0.169192859,0.005638571,neutral
ABNB,2024/1/12,0.200851912,0.020278261,0.778869778,0.160263531,0.786148597,0.028335777,0.007650686,0.014010762,0.003590647,neutral
ABNB,2024/1/13,0.046877475,0.037477812,0.915644705,0.145068043,0.53689836,0.085359502,0.033917491,0.182105435,0.016651169,neutral
ABNB,2024/1/14,0.066208302,0.16025087,0.773540847,0.200898065,0.443826332,0.091536316,0.080850947,0.171087549,0.011800791,neutral
ABNB,2024/1/15,0.131895734,0.036193897,0.831910382,0.250366398,0.477424629,0.134821452,0.079295086,0.049396409,0.008696026,neutral
ABNB,2024/1/16,0.094414487,0.273606896,0.631978631,0.037354322,0.12615213,0.752843183,0.046569055,0.032561891,0.004519418,neutral
ABNB,2024/1/17,0.081908843,0.353865017,0.564226132,0.263020131,0.282812207,0.191274765,0.07557631,0.171354314,0.015962273,neutral
ABNB,2024/1/18,0.257716851,0.243781616,0.498501521,0.18767622,0.400556935,0.16559305,0.097072307,0.131144871,0.017956617,neutral
ABNB,2024/1/19,0.223322599,0.103100787,0.673576569,0.202696196,0.634516642,0.043770113,0.058057606,0.055529767,0.005429677,neutral
ABNB,2024/1/20,0.179685688,0.064369392,0.755944923,0.232210641,0.413886745,0.156568549,0.114285353,0.069002096,0.014046617,neutral
ABNB,2024/1/21,0.122752364,0.112162239,0.765085421,0.237864461,0.41895495,0.113710201,0.099635296,0.092258683,0.037576409,neutral
ADBE,2022/1/27,0.097012349,0.14930395,0.753683705,0.279962436,0.403156948,0.162753897,0.046507204,0.08984062,0.017778896,neutral
ABNB,2024/1/22,0.087196132,0.179368576,0.733435298,0.258240223,0.516070032,0.075470952,0.042333745,0.095564189,0.012320859,neutral
ABNB,2024/1/23,0.210513585,0.061470305,0.728016125,0.277505,0.500125391,0.095856105,0.074728704,0.039199618,0.012585182,neutral
ABNB,2024/1/24,0.191054159,0.106488339,0.702457513,0.159744588,0.35178003,0.110807577,0.22398155,0.105701543,0.047984713,neutral
ABNB,2024/1/25,0.064887366,0.225455645,0.709656956,0.186094337,0.383778724,0.164616599,0.13585366,0.122947991,0.006708688,neutral
ABNB,2024/1/26,0.450900285,0.135427751,0.41367196,0.168661833,0.3627856,0.125924647,0.043753879,0.289443829,0.009430211,buy
ABNB,2024/1/27,0.240321062,0.085845852,0.673833101,0.150867202,0.464710728,0.11047327,0.179014624,0.085307883,0.009626293,neutral
ABNB,2024/1/28,0.244488298,0.052979696,0.702532023,0.254357464,0.388921907,0.093183751,0.113577802,0.139043839,0.010915238,neutral
ABNB,2024/1/29,0.185447296,0.07425997,0.740292758,0.124956824,0.297689996,0.308111498,0.070654738,0.151157056,0.047429887,neutral
ABNB,2024/1/30,0.217198034,0.046863448,0.735938539,0.235452308,0.421330349,0.086868487,0.15672742,0.091425339,0.008196098,neutral
ABNB,2024/1/31,0.331422985,0.107178717,0.5613983,0.134296066,0.607129491,0.166355835,0.026629275,0.035346409,0.030242924,buy
ABNB,2024/2/1,0.171267908,0.045738899,0.782993197,0.288394398,0.348779012,0.127748852,0.046438355,0.178405347,0.010234036,neutral
ABNB,2024/2/2,0.241612538,0.027100461,0.731286995,0.233981336,0.395759189,0.165877272,0.060122341,0.079597987,0.064661875,neutral
ABNB,2024/2/3,0.594576013,0.023382997,0.382041012,0.25519308,0.541002101,0.086412654,0.086064791,0.026097907,0.005229467,buy
ABNB,2024/2/4,0.235583834,0.042422696,0.721993472,0.236519487,0.607749548,0.063698862,0.050573057,0.036075786,0.00538326,neutral
ABNB,2024/2/5,0.412174346,0.049922331,0.53790331,0.204549719,0.495813052,0.128604935,0.067382389,0.085158036,0.018491869,neutral
ABNB,2024/2/6,0.158430509,0.27891009,0.562659388,0.136776813,0.398810994,0.1771772,0.105709934,0.154256252,0.027268806,neutral
ABNB,2024/2/7,0.241521561,0.150738682,0.607739742,0.125986248,0.556159298,0.06382259,0.020061334,0.226779382,0.007191147,neutral
ABNB,2024/2/8,0.156381789,0.166724282,0.676893909,0.146883178,0.345982274,0.237681145,0.101110585,0.152195083,0.016147734,neutral
ABNB,2024/2/9,0.244461093,0.044465541,0.711073353,0.204999978,0.530283678,0.094191455,0.075628376,0.084632425,0.010264088,neutral
ABNB,2024/2/10,0.103074621,0.048651806,0.848273575,0.365886275,0.414448476,0.091128363,0.054476023,0.064274625,0.009786238,neutral
ABNB,2024/2/11,0.061124155,0.037583443,0.90129239,0.186336361,0.520837686,0.131792575,0.027812263,0.117542928,0.015678186,neutral
ABNB,2024/2/12,0.201435269,0.060119684,0.738445052,0.154262199,0.507370604,0.077503241,0.107770844,0.142919159,0.010173954,neutral
ABNB,2024/2/13,0.284189042,0.250358226,0.465452731,0.176081388,0.429727859,0.164475489,0.11161062,0.109565022,0.008539623,neutral
ABNB,2024/2/14,0.191037999,0.199010096,0.609951894,0.167107952,0.574872684,0.124795879,0.03778834,0.089680732,0.005754412,neutral
ABNB,2024/2/15,0.302027159,0.150184975,0.547787868,0.238249861,0.533094408,0.105020136,0.073266036,0.042118961,0.008250598,neutral
ABNB,2024/2/16,0.305090199,0.052931001,0.641978806,0.211828292,0.528283976,0.129534875,0.055972002,0.069987982,0.004392873,neutral
ABNB,2024/2/17,0.156839477,0.106677876,0.736482633,0.267854871,0.45607405,0.143224629,0.058486339,0.060788253,0.013571858,neutral
ABNB,2024/2/18,0.0796308,0.22138139,0.698987827,0.201579538,0.375328048,0.178187509,0.110843996,0.123652732,0.010408176,neutral
ABNB,2024/2/19,0.20683125,0.055367998,0.737800755,0.170602765,0.4950993,0.180882813,0.086263669,0.05593997,0.011211483,neutral
ABNB,2024/2/20,0.13484345,0.094978597,0.770177928,0.180142318,0.232381051,0.164540999,0.111871075,0.281600385,0.029464172,neutral
ABNB,2024/2/21,0.137492468,0.081071127,0.781436391,0.190828672,0.363971505,0.104871653,0.030873792,0.301324526,0.008129853,neutral
ABNB,2024/2/22,0.355202419,0.129563673,0.515233904,0.173871244,0.525476366,0.215067654,0.050847998,0.0286065,0.006130238,neutral
ABNB,2024/2/23,0.178823315,0.060609634,0.76056706,0.250046865,0.561481992,0.077841506,0.050485993,0.051963269,0.008180375,neutral
ABNB,2024/2/24,0.132143996,0.039753942,0.828102075,0.190482504,0.547287599,0.096858535,0.075564773,0.082922764,0.006883826,neutral
ABNB,2024/2/25,0.139372207,0.254625749,0.606002047,0.160308356,0.292977831,0.260209366,0.152895931,0.122747577,0.010860939,neutral
ABNB,2024/2/26,0.067736345,0.101130017,0.831133621,0.261532473,0.339935565,0.159694978,0.182548526,0.042785652,0.013502806,neutral
ABNB,2024/2/27,0.305847075,0.074657242,0.619495654,0.202366868,0.46959272,0.141400807,0.047522179,0.132042309,0.007075117,neutral
ABNB,2024/2/28,0.243943343,0.133979506,0.622077147,0.215635141,0.471181543,0.166288147,0.05989994,0.079657748,0.007337482,neutral
ABNB,2024/2/29,0.19322437,0.079411339,0.727364287,0.255123443,0.47798679,0.162134975,0.041094108,0.050380542,0.013280141,neutral
ABNB,2024/3/1,0.640230278,0.039667062,0.320102649,0.191909456,0.688545628,0.07601052,0.010738034,0.028159487,0.004636874,buy
ABNB,2024/3/2,0.526025129,0.030475297,0.44349958,0.314211321,0.301512372,0.211469214,0.10692836,0.053800536,0.012078197,buy
ABNB,2024/3/3,0.450894322,0.050889465,0.498216219,0.179560806,0.49606149,0.136853897,0.080100964,0.050962369,0.056460475,buy
ABNB,2024/3/4,0.170182077,0.03409216,0.795725733,0.183302354,0.586192193,0.105084736,0.04393557,0.068866967,0.01261818,neutral
ABNB,2024/3/5,0.175627442,0.02532901,0.799043549,0.244899693,0.419771642,0.13543006,0.049324742,0.137111462,0.013462401,neutral
ABNB,2024/3/6,0.242057436,0.091632532,0.666310048,0.23068554,0.373385207,0.146012096,0.064641358,0.169673599,0.015602201,neutral
ABNB,2024/3/7,0.097124578,0.195157564,0.707717859,0.182402411,0.52917985,0.080529068,0.127924011,0.067675313,0.012289347,neutral
ABNB,2024/3/8,0.280747863,0.057601075,0.661651079,0.203388583,0.357956805,0.157390503,0.081585001,0.191611411,0.008067697,neutral
ABNB,2024/3/9,0.132878033,0.072697063,0.794424906,0.210415016,0.389330476,0.166862748,0.086613436,0.130044702,0.016733622,neutral
ABNB,2024/3/10,0.181961468,0.030306028,0.787732489,0.273582584,0.386988181,0.158849887,0.062783591,0.103311707,0.014484051,neutral
ABNB,2024/3/11,0.094429565,0.064263288,0.841307139,0.211663925,0.26889861,0.282054835,0.06302073,0.139699035,0.034662865,neutral
ABNB,2024/3/12,0.15823305,0.112536833,0.729230104,0.185498279,0.393825499,0.260746246,0.040475994,0.088962367,0.030491616,neutral
ABNB,2024/3/13,0.234907369,0.027868217,0.7372244,0.166407202,0.407543753,0.140930219,0.121175392,0.13897504,0.024968394,neutral
ABNB,2024/3/14,0.217708761,0.142698233,0.639592999,0.282988281,0.44830115,0.158290442,0.050933769,0.051843584,0.007642773,neutral
ABNB,2024/3/15,0.060497276,0.160971361,0.778531351,0.263052411,0.446799997,0.131778365,0.063361951,0.087264065,0.007743211,neutral
ABNB,2024/3/16,0.131831105,0.137650617,0.730518287,0.195855346,0.257714946,0.173976491,0.168234294,0.186691563,0.01752736,neutral
ABNB,2024/3/17,0.031956544,0.047881944,0.920161515,0.283014577,0.431293477,0.120426067,0.093773844,0.062011235,0.009480801,neutral
ABNB,2024/3/18,0.119732593,0.173077423,0.70718999,0.216903624,0.39922026,0.131488252,0.1518155,0.08870573,0.011866634,neutral
ABNB,2024/3/19,0.32837571,0.176054581,0.49556971,0.241013446,0.377664499,0.173651267,0.070677749,0.121588252,0.015404786,neutral
ABNB,2024/3/20,0.076446433,0.037738292,0.885815307,0.235573194,0.525379715,0.112770015,0.042841895,0.078692992,0.00474219,neutral
ABNB,2024/3/21,0.40784179,0.043085697,0.549072551,0.239103303,0.550110961,0.052689728,0.029273723,0.122016808,0.006805477,buy
ABNB,2024/3/22,0.171380831,0.044428374,0.78419079,0.156835863,0.480412139,0.15063032,0.056746106,0.143027682,0.012347891,neutral
ABNB,2024/3/23,0.053774244,0.162418673,0.783807063,0.198390621,0.452824169,0.204151248,0.07846629,0.058480092,0.00768758,neutral
ABNB,2024/3/24,0.253791827,0.174279498,0.571928668,0.099062346,0.448313698,0.312397314,0.054774961,0.063916475,0.021535205,neutral
ABNB,2024/3/25,0.072972031,0.091423274,0.835604668,0.213883757,0.436662195,0.149639656,0.032041979,0.132257071,0.035515342,neutral
ABNB,2024/3/26,0.051189428,0.091100039,0.85771052,0.172501381,0.501489748,0.165608826,0.082773113,0.070484803,0.007142129,neutral
ABNB,2024/3/27,0.038314358,0.095345167,0.866340488,0.315846585,0.378911561,0.120191851,0.099212454,0.077827615,0.008009934,neutral
ABNB,2024/3/28,0.058643117,0.116767253,0.824589617,0.288861078,0.43268101,0.113487354,0.082810059,0.070637773,0.011522726,neutral
ABNB,2024/3/29,0.073107951,0.181941058,0.744950998,0.16228022,0.427193397,0.195045352,0.075486202,0.12744572,0.012549109,neutral
ABNB,2024/3/30,0.085920021,0.160872291,0.753207664,0.214432939,0.507627576,0.145972101,0.019031692,0.067519473,0.04541622,neutral
ABNB,2024/3/31,0.111697774,0.052621045,0.83568118,0.16066068,0.237892713,0.128126601,0.044322478,0.418832364,0.010165165,neutral
ABNB,2024/4/1,0.14705049,0.210429801,0.64251971,0.202198482,0.418038502,0.137822911,0.078002831,0.154770881,0.009166395,neutral
ABNB,2024/4/2,0.063804659,0.290463965,0.645731409,0.234095595,0.378083953,0.119339917,0.13539227,0.127355248,0.005733017,neutral
ABNB,2024/4/3,0.340553006,0.156472566,0.50297441,0.194161849,0.496280543,0.109559349,0.050599228,0.140899794,0.008499237,neutral
ABNB,2024/4/4,0.090710487,0.047588581,0.86170093,0.270701743,0.353221976,0.153638077,0.126047106,0.084129379,0.012261718,neutral
ABNB,2024/4/5,0.056187885,0.141164235,0.802647879,0.213751735,0.408578615,0.155601521,0.126590092,0.085290717,0.01018732,neutral
ABNB,2024/4/6,0.072708255,0.028827462,0.898464282,0.174449481,0.460651999,0.19132868,0.105594358,0.042554439,0.025421044,neutral
ABNB,2024/4/7,0.261471426,0.141072279,0.597456289,0.189952628,0.421479265,0.210314395,0.085670309,0.080342411,0.012240992,neutral
ABNB,2024/4/8,0.171768299,0.026079048,0.802152637,0.209105115,0.547682553,0.084578442,0.06663971,0.07697289,0.015021289,neutral
ABNB,2024/4/9,0.061212045,0.053204149,0.885583818,0.231268272,0.406179471,0.126981244,0.088843268,0.132626813,0.014100931,neutral
ABNB,2024/4/10,0.215353659,0.21043747,0.574208883,0.167715556,0.561767071,0.153266827,0.051104448,0.054377847,0.01176825,neutral
ABNB,2024/4/11,0.225304604,0.02408989,0.750605503,0.19162025,0.541584939,0.1306159,0.056524171,0.067369629,0.01228511,neutral
ABNB,2024/4/12,0.044286091,0.197129941,0.758583951,0.111370324,0.30468606,0.332280798,0.101190971,0.097731636,0.052740211,neutral
ABNB,2024/4/13,0.14386965,0.120252514,0.735877828,0.170314874,0.490370435,0.126208506,0.070492031,0.13613213,0.006482025,neutral
ABNB,2024/4/14,0.042838913,0.241775297,0.715385804,0.202883299,0.586265028,0.041267875,0.061000831,0.099724404,0.008858562,neutral
ABNB,2024/4/15,0.210938843,0.107962137,0.681099008,0.221925,0.381468939,0.18220937,0.04495232,0.154193117,0.015251256,neutral
ABNB,2024/4/16,0.218312589,0.161597497,0.620089925,0.175593299,0.530676396,0.162963492,0.047227729,0.078250459,0.005288625,neutral
ABNB,2024/4/17,0.104565726,0.026660096,0.868774161,0.255584239,0.363833694,0.195125057,0.037422473,0.12224974,0.025784798,neutral
ABNB,2024/4/18,0.118191263,0.062602825,0.819205916,0.197823419,0.332771461,0.187672531,0.124259069,0.126911419,0.030562102,neutral
ABNB,2024/4/19,0.338827971,0.060465352,0.600706682,0.166821436,0.54984743,0.104903871,0.033546262,0.135936503,0.008944499,neutral
ABNB,2024/4/20,0.323348543,0.458146521,0.218504945,0.168362472,0.506592585,0.094761207,0.056566772,0.163157876,0.010559087,buy
ABNB,2024/4/21,0.087083351,0.078998125,0.833918512,0.113447708,0.448470626,0.185194026,0.103090129,0.127949584,0.021847927,neutral
ABNB,2024/4/22,0.082719704,0.138538009,0.778742292,0.303462708,0.449713627,0.08023327,0.053744933,0.108409203,0.00443626,neutral
ABNB,2024/4/23,0.212765611,0.024178597,0.763055795,0.229508591,0.489434922,0.162982737,0.039301606,0.072270974,0.00650117,neutral
ABNB,2024/4/24,0.208930479,0.147219653,0.643849875,0.168172364,0.500876378,0.203448393,0.065429421,0.056361358,0.005712086,neutral
ABNB,2024/4/25,0.180122546,0.074490402,0.745387067,0.154737175,0.599739371,0.105532576,0.055598075,0.076280321,0.008112482,neutral
ABNB,2024/4/26,0.202760303,0.131085784,0.666153905,0.258465679,0.420876173,0.143456556,0.105699955,0.062545185,0.00895645,neutral
ABNB,2024/4/27,0.176034967,0.106352511,0.717612527,0.186723955,0.420261109,0.198831258,0.0916842,0.085663125,0.016836352,neutral
ABNB,2024/4/28,0.138534092,0.063881701,0.797584193,0.202732337,0.375423982,0.219399461,0.039875649,0.154927319,0.007641251,neutral
ABNB,2024/4/29,0.063221549,0.226793697,0.709984776,0.226116467,0.320040368,0.177074657,0.161697326,0.108136453,0.006934729,neutral
ABNB,2024/4/30,0.076949884,0.085776327,0.837273798,0.216423325,0.408107547,0.157821836,0.054980875,0.146381072,0.016285346,neutral
ABNB,2024/5/1,0.150977624,0.104252744,0.744769637,0.216466199,0.545075269,0.102574161,0.061937371,0.065876195,0.008070805,neutral
ABNB,2024/5/2,0.153580498,0.265357968,0.58106154,0.118740103,0.366881792,0.226919368,0.081141266,0.163420496,0.042896974,neutral
ABNB,2024/5/3,0.229388808,0.132747652,0.637863533,0.207464734,0.476874083,0.162703696,0.086109413,0.058267553,0.008580521,neutral
ABNB,2024/5/4,0.124910377,0.05397524,0.821114393,0.255696964,0.52145335,0.029527937,0.02693953,0.15714285,0.009239369,neutral
ABNB,2024/5/6,0.079654497,0.063428772,0.85691673,0.177886275,0.508925114,0.076637897,0.136313882,0.093576315,0.006660517,neutral
ABNB,2024/5/7,0.129254782,0.101361873,0.769383363,0.161319994,0.403993889,0.226391535,0.094308351,0.088633319,0.025352911,neutral
ABNB,2024/5/8,0.15963403,0.058011035,0.782354906,0.195114794,0.459061175,0.19368536,0.046990441,0.099500279,0.005647952,neutral
ABNB,2024/5/9,0.292657239,0.265888468,0.441454292,0.16780575,0.33658313,0.177446626,0.038936557,0.271141725,0.008086211,neutral
ABNB,2024/5/10,0.29231801,0.363947054,0.343734939,0.080867408,0.493571988,0.07251074,0.046031643,0.295931772,0.011086449,neutral
ABNB,2024/5/11,0.192831333,0.051273308,0.75589536,0.233759245,0.476379809,0.121178583,0.027264059,0.131107775,0.01031053,neutral
ABNB,2024/5/12,0.297966585,0.082751432,0.619281991,0.168316556,0.434405817,0.233152536,0.059668742,0.093259914,0.011196435,neutral
ABNB,2024/5/13,0.11575151,0.033621001,0.850627476,0.297802138,0.414369991,0.140285835,0.021254111,0.11889644,0.007391485,neutral
ABNB,2024/5/14,0.181679208,0.306420636,0.511900195,0.173035055,0.430517373,0.153197448,0.133087775,0.097544589,0.012617761,buy
ABNB,2024/5/15,0.097042793,0.130272292,0.772684926,0.288425513,0.417871633,0.168265201,0.045257872,0.07456028,0.005619501,neutral
ABNB,2024/5/16,0.039528366,0.04538484,0.915086794,0.245023227,0.44683855,0.159683065,0.067897456,0.063489271,0.017068432,neutral
ABNB,2024/5/17,0.218054983,0.029637458,0.752307559,0.280344171,0.440148321,0.068936105,0.039858141,0.162022666,0.008690595,neutral
ABNB,2024/5/18,0.062729021,0.059507766,0.877763212,0.224917653,0.520285165,0.10160415,0.07633928,0.066626604,0.010227148,neutral
ABNB,2024/5/19,0.090974274,0.11480565,0.794220091,0.181637775,0.412909128,0.138658606,0.070059695,0.160210703,0.036524093,neutral
ABNB,2024/5/20,0.149541929,0.169763963,0.680694115,0.130953906,0.574007376,0.17871731,0.056398485,0.055383919,0.004539004,neutral
ABNB,2024/5/21,0.337531554,0.024926856,0.637541605,0.109035737,0.69963789,0.056861738,0.099355381,0.029322286,0.005786969,neutral
ABNB,2024/5/22,0.397534567,0.026369242,0.576096215,0.233270355,0.490679246,0.106697867,0.047490433,0.11365954,0.00820256,neutral
ABNB,2024/5/23,0.214480386,0.183586474,0.601933139,0.227481153,0.518491835,0.093684795,0.035172694,0.115834874,0.00933465,neutral
ABNB,2024/5/24,0.723390026,0.093201742,0.183408212,0.101368968,0.740586003,0.096681028,0.026210367,0.032233615,0.002920018,buy
ABNB,2024/5/25,0.055398972,0.054437841,0.890163196,0.229281146,0.391846444,0.25930663,0.035662858,0.069486033,0.014416888,neutral
ABNB,2024/5/26,0.065972845,0.183385668,0.750641525,0.117241676,0.235611473,0.266563459,0.146485549,0.182409362,0.05168848,neutral
ABNB,2024/5/27,0.390837641,0.106478401,0.502683952,0.194379329,0.504747988,0.080746799,0.066658066,0.129943697,0.023524121,buy
ABNB,2024/5/28,0.379436294,0.044581797,0.575981895,0.218237081,0.478826874,0.128269083,0.085688614,0.07788036,0.011097987,neutral
ABNB,2024/5/29,0.184185781,0.138528435,0.677285777,0.128694003,0.372248973,0.240060514,0.062408066,0.140620042,0.055968403,neutral
ABNB,2024/5/30,0.216583904,0.141152161,0.642263931,0.244554012,0.373092418,0.15587172,0.06754385,0.145818281,0.013119721,neutral
ABNB,2024/5/31,0.212648662,0.065865675,0.721485666,0.237159889,0.479231118,0.168302908,0.044562619,0.063209707,0.007533759,neutral
ABNB,2024/6/1,0.165947331,0.332197589,0.501855083,0.236880078,0.341523326,0.167383697,0.100329736,0.107241451,0.046641713,neutral
ABNB,2024/6/2,0.095139075,0.040405271,0.86445564,0.22492497,0.524178209,0.133083958,0.043654081,0.060988217,0.013170564,neutral
ABNB,2024/6/3,0.383858934,0.024938273,0.5912028,0.176444127,0.558092097,0.095438641,0.04215107,0.117538711,0.010335353,neutral
ABNB,2024/6/4,0.261610585,0.184291188,0.554098229,0.291207101,0.564989906,0.061550401,0.030898674,0.045945556,0.005408362,neutral
ABNB,2024/6/5,0.214602842,0.154658452,0.630738717,0.205115355,0.399267499,0.107018602,0.131838538,0.137651316,0.01910869,neutral
ABNB,2024/6/6,0.263958405,0.504174718,0.231866863,0.037363122,0.110319309,0.359407421,0.112898781,0.360486288,0.019525078,sell
ABNB,2024/6/7,0.088002269,0.041201418,0.870796314,0.274657922,0.494380775,0.124652426,0.049205534,0.050799828,0.006303515,neutral
ABNB,2024/6/8,0.302164482,0.046217068,0.651618457,0.190160315,0.494759399,0.149326352,0.034420721,0.118653623,0.01267959,neutral
ABNB,2024/6/9,0.280103868,0.079864423,0.640031709,0.140288608,0.452116366,0.146809624,0.176274827,0.071156272,0.013354303,neutral
ABNB,2024/6/10,0.117900219,0.048231866,0.833867925,0.29713676,0.290545486,0.197324834,0.107775775,0.096194977,0.011022168,neutral
ABNB,2024/6/11,0.146805995,0.038850582,0.814343435,0.147884991,0.492824695,0.20428278,0.045252609,0.087567779,0.022187147,neutral
ABNB,2024/6/12,0.208130802,0.07089844,0.720970768,0.282750478,0.399875543,0.086069589,0.156513157,0.066977245,0.007813988,neutral
ABNB,2024/6/13,0.146579035,0.31324335,0.540177612,0.253330683,0.264128134,0.207667548,0.089129361,0.174718493,0.011025781,neutral
ABNB,2024/6/14,0.16758912,0.266435288,0.56597558,0.163110233,0.366223568,0.288860005,0.085538149,0.064363527,0.031904518,sell
ABNB,2024/6/15,0.255894979,0.132730886,0.611374127,0.134071475,0.607040017,0.22159304,0.007315753,0.021007061,0.008972655,neutral
ABNB,2024/6/16,0.234717943,0.253330606,0.511951448,0.087974431,0.643363546,0.04936322,0.089639707,0.127406107,0.002252988,neutral
ABNB,2024/6/17,0.18481209,0.360090786,0.455097137,0.077256867,0.29407608,0.277722181,0.200992474,0.088132768,0.061819629,sell
ABNB,2024/6/18,0.198998009,0.04934863,0.751653363,0.157111449,0.490791687,0.165004327,0.068104328,0.082261545,0.036726663,neutral
ABNB,2024/6/19,0.191620459,0.02848241,0.779897147,0.234810814,0.580299398,0.089135139,0.059169878,0.029386055,0.007198716,neutral
ABNB,2024/6/20,0.22004184,0.105644239,0.674313918,0.192602578,0.263102611,0.296639486,0.156270576,0.078497427,0.012887322,neutral
ABNB,2024/6/21,0.302165883,0.173434043,0.524400049,0.224801643,0.39393421,0.183906879,0.027021598,0.153119223,0.017216447,neutral
ABNB,2024/6/22,0.355350709,0.024479928,0.620169355,0.178925411,0.619111615,0.109608924,0.036574929,0.048975081,0.00680404,neutral
ABNB,2024/6/23,0.36099059,0.048270442,0.590738949,0.106674855,0.666873898,0.095139194,0.04817251,0.074908198,0.008231344,buy
ABNB,2024/6/24,0.319139284,0.021056292,0.659804414,0.197770571,0.600012583,0.087760319,0.041734122,0.054886379,0.017836025,neutral
