Date,Ticker,Allocation,Weight
2024-08-01,AMGN,200000.0,0.2
2024-08-01,CTSH,200000.0,0.2
2024-08-01,ODFL,200000.0,0.2
2024-08-01,ADBE,200000.0,0.2
2024-08-01,WBD,200000.0,0.2
2024-08-02,BKNG,197544.2408834152,0.2
2024-08-02,WBD,197544.2408834152,0.2
2024-08-02,DASH,197544.2408834152,0.2
2024-08-02,ODFL,197544.2408834152,0.2
2024-08-02,AMGN,197544.2408834152,0.2
2024-08-05,BKNG,194789.33669522125,0.2
2024-08-05,DXCM,194789.33669522125,0.2
2024-08-05,DASH,194789.33669522125,0.2
2024-08-05,GEHC,194789.33669522125,0.2
2024-08-05,WBD,194789.33669522125,0.2
2024-08-06,GEHC,193965.4470389137,0.2
2024-08-06,BKNG,193965.4470389137,0.2
2024-08-06,WBD,193965.4470389137,0.2
2024-08-06,AEP,193965.4470389137,0.2
2024-08-06,DASH,193965.4470389137,0.2
2024-08-07,FTNT,193276.9962275955,0.2
2024-08-07,AEP,193276.9962275955,0.2
2024-08-07,REGN,193276.9962275955,0.2
2024-08-07,ABNB,193276.9962275955,0.2
2024-08-07,BKNG,193276.9962275955,0.2
2024-08-08,FTNT,196951.318416056,0.2
2024-08-08,CDW,196951.318416056,0.2
2024-08-08,REGN,196951.318416056,0.2
2024-08-08,TMUS,196951.318416056,0.2
2024-08-08,DASH,196951.318416056,0.2
2024-08-09,CDW,200000.1637353156,0.2
2024-08-09,DASH,200000.1637353156,0.2
2024-08-09,TTWO,200000.1637353156,0.2
2024-08-09,TXN,200000.1637353156,0.2
2024-08-09,ANSS,200000.1637353156,0.2
2024-08-12,PDD,201508.18184365344,0.2
2024-08-12,TXN,201508.18184365344,0.2
2024-08-12,CTAS,201508.18184365344,0.2
2024-08-12,AVGO,201508.18184365344,0.2
2024-08-12,WBD,201508.18184365344,0.2
2024-08-13,SBUX,200923.45560778052,0.2
2024-08-13,AVGO,200923.45560778052,0.2
2024-08-13,TXN,200923.45560778052,0.2
2024-08-13,NXPI,200923.45560778052,0.2
2024-08-13,FANG,200923.45560778052,0.2
2024-08-14,TXN,213930.1268374884,0.2
2024-08-14,CTAS,213930.1268374884,0.2
2024-08-14,TTWO,213930.1268374884,0.2
2024-08-14,FAST,213930.1268374884,0.2
2024-08-14,VRSK,213930.1268374884,0.2
2024-08-15,AMGN,213881.46848176827,0.2
2024-08-15,ABNB,213881.46848176827,0.2
2024-08-15,TXN,213881.46848176827,0.2
2024-08-15,FANG,213881.46848176827,0.2
2024-08-15,FAST,213881.46848176827,0.2
2024-08-16,AMGN,216589.6851152003,0.2
2024-08-16,FAST,216589.6851152003,0.2
2024-08-16,TXN,216589.6851152003,0.2
2024-08-16,EA,216589.6851152003,0.2
2024-08-16,ABNB,216589.6851152003,0.2
2024-08-19,AMGN,215659.9282294888,0.2
2024-08-19,CTAS,215659.9282294888,0.2
2024-08-19,ABNB,215659.9282294888,0.2
2024-08-19,VRSK,215659.9282294888,0.2
2024-08-19,FANG,215659.9282294888,0.2
2024-08-20,AMGN,218420.35333004894,0.2
2024-08-20,KLAC,218420.35333004894,0.2
2024-08-20,TXN,218420.35333004894,0.2
2024-08-20,FAST,218420.35333004894,0.2
2024-08-20,CTAS,218420.35333004894,0.2
2024-08-21,KLAC,218499.4347816939,0.2
2024-08-21,FAST,218499.4347816939,0.2
