Date,Ticker,Allocation,Weight
2024-08-01,AMGN,359171.6451365038,0.35917164513650385
2024-08-01,CTSH,88861.90023475613,0.08886190023475614
2024-08-01,ODFL,78776.14106141824,0.07877614106141825
2024-08-01,ADBE,412724.61603163154,0.4127246160316316
2024-08-01,WBD,60465.69753569031,0.06046569753569032
2024-08-02,BKNG,338192.9277525387,0.3400217081326391
2024-08-02,WBD,58562.864856254426,0.05887954391564019
2024-08-02,DASH,173700.05030181044,0.17463933441435947
2024-08-02,ODFL,76297.08563527287,0.07670966260486203
2024-08-02,AMGN,347868.64902884985,0.34974975093249905
2024-08-05,BKNG,454621.29858800385,0.4678639860732932
2024-08-05,DXCM,94119.33125746697,0.09686093815982329
2024-08-05,DASH,233499.09460789387,0.24030070189640895
2024-08-05,GEHC,110731.63289295095,0.11395714039489056
2024-08-05,WBD,78724.07577211468,0.08101723347558411
2024-08-06,GEHC,104550.18148894308,0.10663405487797821
2024-08-06,BKNG,429242.6476006617,0.4377982265392655
2024-08-06,WBD,74329.40519788765,0.07581092409444805
2024-08-06,AEP,151871.1708281662,0.15489823674946157
2024-08-06,DASH,220464.30709063678,0.22485855773884664
2024-08-07,FTNT,173749.47713461993,0.17651545230973467
2024-08-07,AEP,121790.64540491029,0.12372947081783617
2024-08-07,REGN,158791.31983373908,0.161319171174227
2024-08-07,ABNB,185774.43724062684,0.18873184171776583
2024-08-07,BKNG,344224.24480908504,0.3497040639804363
2024-08-08,FTNT,141417.1263551083,0.14241281095894745
2024-08-08,CDW,40754.44613581636,0.041041388570592814
2024-08-08,REGN,129242.47319388298,0.13015243893875397
2024-08-08,TMUS,537696.2099232546,0.5414820020091359
2024-08-08,DASH,143898.2062210764,0.14491135952256987
2024-08-09,CDW,68128.82022417917,0.06761597422733427
2024-08-09,DASH,240553.2635518222,0.23874247660681733
2024-08-09,TTWO,105958.56963072377,0.10516095669558531
2024-08-09,TXN,510631.6316857192,0.5067878048395961
2024-08-09,ANSS,82312.40185032798,0.08169278763066698
2024-08-12,PDD,119497.65134729871,0.11868354093850872
2024-08-12,TXN,135227.45563742422,0.13430618163791558
2024-08-12,CTAS,59507.44910768451,0.059102038347113924
2024-08-12,AVGO,671149.1004277653,0.6665767137544883
2024-08-12,WBD,21477.849038494456,0.02133152532197353
2024-08-13,SBUX,103095.90419849384,0.10209451546356815
2024-08-13,AVGO,690676.6122247266,0.6839679482449544
2024-08-13,TXN,139161.98484047284,0.13781027989125544
2024-08-13,NXPI,43186.49577797113,0.042767017713258575
2024-08-13,FANG,33687.45084977036,0.03336023868696345
