Date,Ticker,Allocation,Weight
2024-07-15,AXON,120865.55199169485,0.12086555199169484
2024-07-15,TXN,533494.9347166017,0.5334949347166017
2024-07-15,PCAR,166159.20086592986,0.16615920086592983
2024-07-15,BIIB,62535.055223650495,0.0625350552236505
2024-07-15,DDOG,116945.25720212313,0.11694525720212312
2024-07-16,TXN,515867.2893548611,0.5123819728936962
2024-07-16,XEL,120426.70218235234,0.11961307205665692
2024-07-16,BIIB,60468.78297920087,0.06006024216055819
2024-07-16,CDNS,193167.4757096263,0.19186239241253572
2024-07-16,AXON,116871.9337803197,0.1160823204765529
2024-07-17,TXN,290601.5345495478,0.28412260444096354
2024-07-17,ROST,74124.53794705964,0.07247193930736381
2024-07-17,CDNS,108816.29059381057,0.1063902430420469
2024-07-17,FTNT,134538.9612207983,0.13153942948060213
2024-07-17,CSCO,414721.96556194307,0.4054757837290237
2024-07-18,FTNT,203266.26323658475,0.19963688929305498
2024-07-18,CDNS,164403.53461604466,0.16146806517188422
2024-07-18,ROST,111989.99684492915,0.10999038525167674
2024-07-18,AXON,99468.91390650062,0.09769286962558975
2024-07-18,TXN,439051.16765218764,0.4312117906577943
2024-07-19,CDNS,110146.94004314665,0.10955205077772914
2024-07-19,FTNT,136184.15785161313,0.13544864496678752
2024-07-19,ADP,215505.95668647726,0.2143420371058144
2024-07-19,CSCO,419793.3528706919,0.4175261036922892
2024-07-19,TEAM,123799.78998567522,0.12313116345737973
2024-07-22,FTNT,137212.19829030556,0.13732391063915708
2024-07-22,CSCO,422962.33044821303,0.4233066884280343
2024-07-22,TXN,296375.67452777043,0.2966169710244121
2024-07-22,ROST,75597.36381699468,0.07565891198242172
2024-07-22,CCEP,67038.93766791666,0.06709351792597469
2024-07-23,CSCO,97143.6955845674,0.09669308885053242
2024-07-23,APP,44113.7931032577,0.04390916868459073
2024-07-23,CCEP,15397.139849838837,0.015325719312875881
2024-07-23,CSGP,12231.043326499952,0.012174308914101603
2024-07-23,AMZN,835774.5033292414,0.8318977142378994
2024-07-24,CSGP,61625.98908055362,0.06044036462572858
2024-07-24,ROST,87482.25721643219,0.085799183158448
2024-07-24,APP,222266.90393558648,0.21799070357375838
2024-07-24,CSCO,489457.5355128188,0.4800408456980096
2024-07-24,FTNT,158783.7487709608,0.15572890294405542
2024-07-25,ROST,88206.78508276897,0.08766819311756922
2024-07-25,CSCO,493511.22177048144,0.4904978347784028
2024-07-25,FTNT,160098.79543718207,0.15912122976828583
2024-07-25,CDNS,129489.30844962016,0.12869864477170928
2024-07-25,PYPL,134837.41687294896,0.13401409756403282
2024-07-26,AXON,72542.10477106774,0.0721704761382157
2024-07-26,FTNT,148240.9125125484,0.14748148365638777
2024-07-26,CDNS,119898.54884774769,0.11928431613517546
2024-07-26,APP,207508.9479609022,0.20644589269281144
2024-07-26,CSCO,456958.8025360505,0.4546178313774096
